Compound,Z,Period,Group,m,kai,EA,IE1,IE2,Rvdw,Rcov,MP,BP,Cp_g,Cp_mol,rho,E-fusion,E-vapor,ThermalConductivity,energy,energy_per_atom,volume
Ili,-0.010600606,-0.312267729,-0.728836274,0.074151893,-0.633361542,0.776422388,-0.734288345,3.062005762,-0.356950317,0.207973683,-0.537255683,-0.320562402,2.891935063,1.080065416,-0.552515371,-0.20703533,-0.243203408,-0.103638998,-11.79689382,-2.949223455,134.0382843
In2MgO4,-0.639857115,-0.937824504,0.628062393,-0.626783219,1.114990433,-0.50481178,0.634467563,0.470041748,-1.383828214,-1.336475946,-1.083960331,-0.60795328,0.185150685,-0.227185483,-0.290372145,-0.980581447,-0.221807236,-0.011480614,-400.6416481,-5.723452116,915.9429907
In2MgS4,-0.266964369,-0.222902476,0.628062393,-0.327473703,0.09388164,-0.013485016,-0.343445463,-0.412415375,-0.678243402,-0.351966221,-0.308311572,0.167575258,-0.094689177,-0.654834906,-0.099133191,-0.764080418,-0.126927688,-0.007285019,-58.54618971,-4.181870694,323.4005175
In2MgTe4,1.411052988,1.206941582,0.628062393,1.451806825,-0.476039547,-0.098286946,-0.748776131,-0.767239944,-0.023057502,0.460254301,0.468033878,0.839075025,-0.768969986,-0.460798106,1.442303194,1.499992012,0.458122778,0.028754905,-23.03636091,-3.290908701,255.617915
In2O3,-0.304253644,-0.687601794,1.170821861,-0.297440312,1.353051263,-0.398684881,0.612441002,0.602695989,-1.309489814,-1.42015927,-1.414004685,-0.4550256,-0.032391493,-0.188784768,0.105413256,-1.197642392,-0.026830564,-0.404242422,-226.2332505,-5.655831263,546.5184264
In2O4Sr,-0.336881759,-0.580363489,0.628062393,-0.331990353,1.008130211,-0.50481178,0.488038665,0.395053953,-0.905038518,-1.028816655,-1.010227253,-0.519287481,-0.053712625,-0.19643097,-0.210058987,-1.005705903,-0.188328468,-0.53406819,-162.9899515,-5.821069698,386.22658
In2O4Zn,-0.430104945,-0.759093997,1.095958486,-0.435500784,1.215913977,-0.50481178,0.765632063,0.524882929,-1.207432011,-1.459539659,-1.21776729,-0.664489312,-0.026394923,-0.218844462,0.196008659,-1.029035755,-0.266085606,-0.184666223,-147.5337899,-5.269063925,376.3967065
In2S3,0.08728374,0.063066336,1.170821861,0.01683468,0.280887029,0.117208222,-0.414367674,-0.323883991,-0.56862576,-0.386424062,-0.599573487,0.359279365,-0.326223348,-0.637816662,0.306214157,-0.970316312,0.072792961,-0.399837048,-164.9632406,-4.124081015,991.4543128
In2S4Sr,0.036010987,0.134558539,0.628062393,-0.032680837,-0.012978582,-0.013485016,-0.489874359,-0.487403171,-0.199453706,-0.044306935,-0.234578493,0.256241057,-0.333552487,-0.624080393,-0.018820034,-0.789204874,-0.09344892,-0.529872598,-248.4817715,-4.437174491,1505.473953
In2S4Zn,-0.057212199,-0.044171969,1.095958486,-0.136191268,0.194805184,-0.013485016,-0.212280962,-0.357574194,-0.501847198,-0.475029939,-0.44211853,0.111039227,-0.306234785,-0.646493885,0.387247613,-0.812534726,-0.171206058,-0.180470628,-55.12275283,-3.937339488,310.7758241
In2Se3,0.968242852,0.813734466,1.170821861,0.933844908,0.243485952,0.069370745,-0.605866087,-0.492783715,-0.304031456,-0.024616739,-0.342101061,0.671196995,-0.86771348,-0.458755276,1.387362511,-0.417075785,0.319542278,-0.367632318,-111.4872778,-3.716242594,922.6272753
In2Se4Sr,0.875019666,0.849480568,0.628062393,0.840662238,-0.048598658,-0.059044518,-0.6722538,-0.648260051,0.05254087,0.300271468,0.01063334,0.553305465,-0.849257374,-0.453545741,1.010845066,-0.262309134,0.14155043,-0.499201427,-225.0904913,-4.01947306,1715.070749
In2Se4Zn,0.781796479,0.670750061,1.095958486,0.737151806,0.159185108,-0.059044518,-0.394660402,-0.518431074,-0.249852623,-0.130451536,-0.196906696,0.408103635,-0.821939675,-0.475959233,1.416912711,-0.285638986,0.063793292,-0.149799457,-24.89751573,-3.556787961,198.666613
In2SrTe4,1.714028344,1.564402597,0.628062393,1.746599691,-0.58289977,-0.098286946,-0.895205027,-0.842227739,0.455732189,0.767913588,0.541766957,0.927740824,-1.007833296,-0.430043593,1.522616351,1.474867556,0.491601545,-0.493832672,-49.72445722,-3.551746944,520.9278225
In2Te3,1.849201964,1.564402597,1.170821861,1.885079232,-0.317530217,0.028166195,-0.839964875,-0.696449788,0.119319432,0.466407485,0.215589236,1.064354122,-1.034218198,-0.434078022,1.924722361,1.406959741,0.687095949,-0.361995126,-146.285137,-3.250780823,1707.830138
In2Te4Zn,1.620805157,1.385672089,1.095958486,1.643089259,-0.375116004,-0.098286946,-0.61761163,-0.712398763,0.153338701,0.337190584,0.33422692,0.782538994,-0.980515597,-0.452457085,1.928683997,1.451537705,0.413844407,-0.144430704,-21.96466249,-3.137808927,245.8968348
InN,-0.010600606,-0.312267729,0.908800049,-0.007839264,0.592562679,-1.629339847,0.4416529,0.028003802,-1.062535129,-0.933442276,-1.243583737,0.009020266,-0.049881484,-0.232580731,0.419976124,-1.103978419,0.527167516,-0.15702593,-21.76891237,-5.442228093,64.41492253
InP,0.315680546,0.313289046,0.908800049,0.26856106,-0.290518327,-1.059497119,-0.621336838,-0.616270361,-0.511296994,-0.115068569,-0.727147388,0.524033395,-0.365867328,-0.529559497,0.600230543,-1.06880418,0.648213781,-0.153858495,-17.13894736,-4.28473684,105.9682676
InSb,1.783945734,1.564402597,0.908800049,1.748834733,-0.435966964,-0.833723547,-1.114643329,-0.822000617,0.061990666,0.552552086,0.464584099,1.936739078,-1.021159004,-0.450776073,2.13617466,1.325556503,1.348370009,0.210816279,-41.19376839,-3.432814033,348.0875289
Ina,0.315680546,0.313289046,-0.728836274,0.335705479,-0.685307483,0.727519902,-0.800641128,1.204004998,0.635278326,0.854058189,-0.70531543,-0.816939494,0.147172418,1.268899085,-0.416064036,-0.257284243,-0.861714642,0.749516613,-5.38684399,-2.693421995,69.67509612
Irb,1.376094293,1.564402597,-0.728836274,1.353953844,-0.799588554,0.684242563,-1.053281916,-0.106384352,2.311042256,2.038546448,-0.824176055,-1.027726211,-0.861417083,1.427474539,-0.238330659,-0.308789378,-1.224707281,-0.505213131,-5.51725264,-2.75862632,104.9571047
K3N,-0.989444064,-0.312267729,-2.202708965,-1.037088233,-1.557999301,-1.289315075,-1.276611388,0.930612128,2.068497476,1.704736121,-1.154886328,-0.845850492,0.396113296,-0.058988237,-1.676111749,-1.097069194,-0.888974998,0.933846566,-19.43799432,-2.42974929,374.7619179
K3P,-0.826303488,0.000510659,-2.202708965,-0.89888807,-1.999539804,-1.004393712,-1.808106257,0.608475046,2.344116544,2.113922974,-0.896668153,-0.588343927,0.238120374,-0.20747762,-1.58598454,-1.079482074,-0.828451866,0.935430283,-19.15110866,-2.393888583,289.4890915
K3Sb,-0.092170894,0.626067434,-2.202708965,-0.158751234,-2.072264122,-0.891506925,-2.054759502,0.505609918,2.630760374,2.447733302,-0.300802409,0.118008914,-0.089525465,-0.168085908,-0.818012482,0.117698267,-0.478373752,1.11776767,-18.15741532,-2.269676915,353.7150568
KMgSb,-0.064980799,0.313289046,-1.711418068,-0.094811929,-1.519905611,-1.058696851,-1.289179174,-0.383178428,0.877823105,1.370925793,0.685783721,0.505831675,0.010361819,-0.385627524,-0.325936827,1.014850726,-0.071261737,1.462010149,-17.20021341,-2.866702235,196.1684215
KPZn,-0.554402528,-0.103748804,-0.619660519,-0.635335363,-1.187451585,-1.209212566,-0.654257677,-0.118062167,0.907222474,0.638696687,-0.420920173,-0.56788952,-0.046383486,-0.418687424,-0.215011031,-0.694449782,-0.641348753,0.814793877,-18.31606343,-3.052677238,150.2887597
KSbZn,0.42444093,0.730326896,-0.619660519,0.351513752,-1.284417341,-1.058696851,-0.983128671,-0.255215672,1.289414244,1.083777122,0.373567484,0.373914267,-0.483244603,-0.366165142,0.808951714,0.901790673,-0.174577934,1.057910394,-15.42846579,-2.571410965,194.906901
La2MgO4,-0.453410742,-0.580363489,-0.30772979,-0.402347646,0.711296259,-0.425050748,0.603032455,0.177543716,-0.753841774,-0.696544624,-0.197537782,0.279940467,0.15983184,-0.215338352,-0.499978681,-0.769536014,1.02533086,-0.601177617,-107.005463,-7.643247354,197.0740339
La2O3,-0.043228722,-0.187156374,-0.139287198,0.016769491,0.787879419,-0.287019435,0.568431854,0.193198743,-0.427508798,-0.524255423,-0.173013115,0.788025646,-0.067837875,-0.172198784,-0.188035895,-0.902178786,1.719162769,-1.229818225,-336.1943659,-8.404859148,741.1343325
La2O4Sr,-0.150435386,-0.222902476,-0.30772979,-0.107554779,0.604436037,-0.425050748,0.456603561,0.10255592,-0.275052078,-0.388885338,-0.123804704,0.368606266,-0.07903147,-0.184583839,-0.419665523,-0.79466047,1.058809627,-1.123765194,-214.9412603,-7.676473583,485.2551902
La2O4Zn,-0.243658573,-0.401632982,0.1601663,-0.211065211,0.812219803,-0.425050748,0.73419696,0.232384897,-0.577445571,-0.819608341,-0.33134474,0.223404435,-0.051713768,-0.206997331,-0.013597877,-0.817990323,0.981052489,-0.774363226,-203.6003657,-7.271441632,490.3169543
La2S3,0.348308662,0.563511756,-0.139287198,0.331044483,-0.284284814,0.228873667,-0.458376822,-0.733381236,0.313355255,0.509479786,0.641418083,1.602330611,-0.36166973,-0.621230678,0.012765006,-0.674852706,1.818786294,-1.22541285,-265.3742016,-6.634355039,1005.251177
La2S4Sr,0.22245736,0.492019554,-0.30772979,0.191754737,-0.416672757,0.066276016,-0.521309465,-0.779901203,0.430532735,0.595624386,0.651844056,1.144134805,-0.358871332,-0.612233263,-0.22842657,-0.578159441,1.153689175,-1.119569599,-86.76177844,-6.197269889,342.0870999
La2Se3,1.229267774,1.314179886,-0.139287198,1.248054711,-0.321685892,0.18103619,-0.649875235,-0.90228096,0.57794956,0.871287109,0.898890508,1.914248241,-0.903159863,-0.442169292,1.09391336,-0.121612179,2.065535612,-1.19320812,-244.2001543,-6.105003858,1129.108356
La2Se4Sr,1.061466038,1.206941582,-0.30772979,1.065097811,-0.452292831,0.020716515,-0.703688905,-0.940758083,0.68252731,0.940202789,0.89705589,1.441199213,-0.874576219,-0.441698609,0.801238529,-0.051263701,1.388688525,-1.088898427,-79.78112685,-5.698651918,386.0775524
La2Te3,2.110226887,2.064848017,-0.139287198,2.199289035,-0.882702061,0.139831641,-0.883974023,-1.105947033,1.001300447,1.362311333,1.456580806,2.307405368,-1.06966458,-0.417492038,1.63127321,1.702423347,2.433089283,-1.187570929,-218.7257159,-5.468142897,1361.159275
LaN,0.315680546,0.313289046,-0.728836274,0.384922989,-0.113902126,-1.48975804,0.386641465,-0.483867754,0.03994114,0.186437533,0.307655725,1.562834323,-0.094189462,-0.211848251,0.053164686,-0.734648912,2.709659183,-1.188995683,-31.82601386,-7.956503465,88.16255276
LaP,0.641961699,0.938845821,-0.728836274,0.661323314,-0.996983132,-0.919915312,-0.676348273,-1.128141917,0.591179275,1.00481124,0.824092074,2.077847452,-0.410175306,-0.508827017,0.233419104,-0.699474673,2.830705447,-1.185828249,-13.49189604,-6.74594802,55.386234
LaSb,2.110226887,2.189959372,-0.728836274,2.141596986,-1.142431769,-0.69414174,-1.169654764,-1.333872174,1.164466935,1.672431895,2.015823561,3.490553135,-1.065466983,-0.430043593,1.769363221,1.69488601,3.530861676,-0.821153474,-11.60385231,-5.801926155,70.27338679
Li3N,-1.968287523,-2.188938054,-2.202708965,-1.823240182,-1.308658781,-1.167324065,-0.862546063,5.256550295,-1.007411316,-0.556559648,-0.798267877,0.099737813,5.337035855,-0.457388053,-1.827846894,-0.970818801,0.437756167,0.531514745,-30.96061068,-3.870076335,69.86152377
Li3P,-1.805146946,-1.876159667,-2.202708965,-1.68504002,-1.750199284,-0.882402702,-1.394040932,4.934413213,-0.731792248,-0.147372795,-0.540049702,0.357244377,5.179042933,-0.605877436,-1.737719684,-0.953231682,0.498279299,0.533098463,-27.84784581,-3.480980726,117.6388044
Li3Sb,-1.071014353,-1.250602892,-2.202708965,-0.944903183,-1.822923603,-0.769515915,-1.640694178,4.831548085,-0.445148418,0.186437533,0.055816042,1.063597219,4.851397095,-0.566485725,-0.969747626,0.24394866,0.848357414,0.71543585,-24.7439786,-3.092997325,159.0100932
LiMgN,-1.696386562,-1.771900205,-1.711418068,-1.615328794,-0.723401173,-1.53488949,-0.067619321,2.10613037,-1.238931332,-0.624757456,-0.294497747,-0.359052729,2.853845749,-0.417230547,-1.537507026,-0.548727936,-0.02907177,1.037967868,-55.0273711,-4.585614258,127.5692632
LiMgP,-1.478865794,-1.354862354,-1.711418068,-1.431061911,-1.312121845,-1.15499434,-0.776279146,1.676614261,-0.871439244,-0.079174987,0.049793152,-0.015710643,2.643188518,-0.615216391,-1.417337414,-0.525278443,0.05162574,1.040079493,-11.21080914,-3.73693638,54.44347057
LiNSr,-0.989444064,-0.937824504,-1.711418068,-0.927478772,-0.972741692,-1.53488949,-0.409286746,1.931158845,-0.121755381,0.093114214,-0.122453898,-0.152165867,2.296498024,-0.345470017,-1.350109659,-0.607351667,0.049045355,-0.181403147,-26.83820635,-4.473034392,110.2246551
LiNZn,-1.206964833,-1.354862354,-0.619660519,-1.169003112,-0.487912905,-1.53488949,0.238431181,2.234093126,-0.827340193,-0.911906126,-0.606713984,-0.490970138,2.360239325,-0.397768165,-0.402618486,-0.661787989,-0.132387967,0.633868112,-12.300766,-4.100255333,30.0596172
LiPSr,-0.771923296,-0.520786654,-1.711418068,-0.743211889,-1.561462364,-1.15499434,-1.117946572,1.501642738,0.245736712,0.638696687,0.221837001,0.191176219,2.085840793,-0.543455862,-1.229940046,-0.583902174,0.129742865,-0.179291525,-23.88952617,-3.981587695,134.2481919
LiPZn,-0.989444064,-0.937824504,-0.619660519,-0.984736229,-1.076633575,-1.15499434,-0.470228644,1.804577018,-0.4598481,-0.366323653,-0.262423084,-0.147628051,2.149582097,-0.59575401,-0.282448873,-0.638338496,-0.051690457,0.635979734,-10.23988653,-3.41329551,47.72133246
LiSbSr,0.206920162,0.313289046,-1.711418068,0.243637226,-1.65842812,-1.004478623,-1.446817566,1.364489233,0.627928483,1.083777122,1.01632466,1.132980007,1.648979677,-0.490933579,-0.205977302,1.01233828,0.596513683,0.063824992,-42.38421425,-3.532017854,333.4450052
LiSbZn,-0.010600606,-0.103748804,-0.619660519,0.002112886,-1.173599333,-1.004478623,-0.799099638,1.667423514,-0.07765633,0.078756782,0.532064574,0.794175737,1.712720978,-0.543231727,0.741513872,0.95790196,0.415080361,0.879096251,-16.81027428,-2.80171238,124.9563395
Mg3N2,-1.478865794,-1.438269924,-1.31838535,-1.448999683,-0.255195087,-1.828941831,0.568322073,-0.414205569,-1.424147346,-0.679315704,0.108518356,-0.726085164,0.867293663,-0.385104542,-1.305235132,-0.211055243,-0.402534119,1.443130367,-201.8378494,-5.045946234,503.6817211
Mg3P2,-1.217840871,-0.937824504,-1.31838535,-1.227879424,-0.961659892,-1.373067649,-0.282069718,-0.9296249,-0.983156838,-0.024616739,0.521667436,-0.314074661,0.614504988,-0.622687555,-1.161031598,-0.182915852,-0.305697108,1.445664315,-151.6886142,-3.792215354,879.0601875
Mg3Sb2,-0.043228722,0.063066336,-1.31838535,-0.043660486,-1.078018801,-1.192448791,-0.676714911,-1.094209105,-0.52452671,0.509479786,1.475052625,0.816089885,0.090271647,-0.559660816,0.067723696,1.732572694,0.254427875,1.737404134,-14.88363827,-2.976727654,133.474209
MgNaP,-1.261345025,-0.937824504,-1.711418068,-1.256692854,-1.346752471,-1.187595996,-0.820514335,0.437947085,-0.209953482,0.351548016,-0.062246679,-0.346628705,0.813346757,-0.489327279,-1.326369858,-0.558777718,-0.360715082,1.608849898,-7.99196128,-2.663987093,63.32721662
MgNaSb,-0.282501567,-0.103748804,-1.711418068,-0.269843739,-1.443718229,-1.037080281,-1.149385329,0.300793581,0.172238293,0.796628456,0.732240979,0.595175084,0.376485638,-0.436804996,-0.302407113,1.037462737,0.106055736,1.851966415,-17.16948033,-2.861580055,167.5353602
MgO,-1.478865794,-1.563381279,-0.728836274,-1.450140487,0.51983836,-0.770129029,0.689533962,0.138406148,-1.569674213,-1.127267628,-0.258849449,-0.99027248,0.729006131,-0.323187271,-1.279835646,-0.437929083,-0.709248914,0.970423908,-70.77773415,-5.898144513,147.1763681
MgS,-1.152584641,-0.937824504,-0.728836274,-1.18824466,-0.373631834,-0.34021811,-0.166139935,-0.633743835,-0.952287502,-0.265821621,0.419843216,-0.311685009,0.484146252,-0.697380517,-1.112501562,-0.248490683,-0.626229309,0.974095053,-8.58883643,-4.294418215,35.74349094
MgS4Sc2,-0.919526674,-0.580363489,-0.30772979,-0.977871233,-0.155458879,-0.058151194,-0.227116363,-0.639729404,-0.401049368,-0.142757904,1.299185649,0.667440283,0.128516428,-0.69389842,-0.877954729,0.150449791,0.437891521,-0.577065675,-86.56919714,-6.183514081,306.3959552
MgSe,-0.418452047,-0.312267729,-0.728836274,-0.42406947,-0.404799399,-0.380082674,-0.325721945,-0.774493605,-0.731792248,0.035684482,0.634403571,-0.051753652,0.032904475,-0.548162695,-0.2115446,0.21254309,-0.420604878,1.000932328,-7.5924656,-3.7962328,54.01382656
MgSe4Y2,0.338986343,0.492019554,-0.30772979,0.304764102,-0.27419246,-0.056252882,-0.461150768,-0.82214628,0.065140599,0.411028813,1.522335616,1.279005679,-0.567085514,-0.491024301,0.41948092,0.347138391,1.094075369,-0.534271511,-80.86936037,-5.776382884,400.8096047
MgTe,0.315680546,0.313289046,-0.728836274,0.3686258,-0.872312873,-0.414419798,-0.520804269,-0.944215333,-0.378999842,0.444871335,1.099145485,0.275877288,-0.105849457,-0.527598316,0.236255275,1.732572694,-0.114310152,1.005629988,-12.99041779,-3.247604448,138.2618155
N2Sr3,-0.206369298,0.063066336,-1.31838535,-0.210869644,-0.704008022,-1.828941831,-0.046679293,-0.729154313,0.58676937,0.612853307,0.418197285,-0.35368881,-0.135932242,-0.255935589,-0.967919871,-0.31657796,-0.261923295,-0.751737461,-194.1777621,-4.854444053,942.3972714
N2Zn3,-0.597906681,-0.687601794,0.646778238,-0.645613457,0.168683796,-1.828941831,1.119212977,-0.183872609,-0.683283293,-1.196183308,-0.45347087,-0.963536498,-0.021197898,-0.350072255,0.737564241,-0.414563339,-0.588503274,0.715750805,-159.078922,-3.976973051,479.214129
NNa3,-1.478865794,-1.250602892,-2.202708965,-1.430909804,-1.386577694,-1.240677794,-0.962075237,2.469549149,0.480931648,0.41256711,-1.050357497,-0.644827825,1.219891889,-0.174137551,-1.623169892,-1.04619217,-0.490010683,1.811248162,-11.35274518,-2.838186295,106.8984818
NSc,-1.152584641,-0.937824504,-0.728836274,-1.146034941,0.15621677,-1.707505658,0.645228825,-0.36979575,-0.577445571,-0.567327723,1.569536398,0.88378406,0.340728323,-0.300941881,-0.942961567,0.496449446,1.515601134,-1.154142079,-18.49415373,-9.247076865,23.06046361
NY,-0.418452047,-0.312267729,-0.728836274,-0.429773486,0.010768133,-1.624454483,0.554832637,-0.407525742,-0.202603639,-0.20121317,1.530928133,1.434160786,0.025908478,-0.244347814,-0.474363105,-0.081413049,2.252674003,-1.132926842,-36.0036473,-9.000911825,69.67836045
Na3P,-1.315725217,-0.937824504,-2.202708965,-1.292709641,-1.828118197,-0.955756431,-1.493570106,2.147412068,0.756550716,0.821753963,-0.792139322,-0.387321261,1.061898967,-0.322626934,-1.533042683,-1.02860505,-0.429487551,1.812831879,-21.41949779,-2.677437224,189.4750374
Na3Sb,-0.581592624,-0.312267729,-2.202708965,-0.552572805,-1.900842515,-0.842869645,-1.740223352,2.04454694,1.043194546,1.155564291,-0.196273579,0.319031581,0.734253128,-0.283235222,-0.765070624,0.168575291,-0.079409437,1.995169267,-19.63321413,-2.454151766,239.2862292
NaPSr,-0.554402528,-0.103748804,-1.711418068,-0.568842832,-1.596092991,-1.187595996,-1.16218176,0.262975562,0.907222474,1.06941969,0.10979717,-0.139741842,0.255999032,-0.41756675,-1.13897249,-0.617401449,-0.282597958,0.389478884,-32.44574576,-3.605082862,231.3638181
NaPZn,-0.771923296,-0.520786654,-0.619660519,-0.810367172,-1.111264204,-1.187595996,-0.514463833,0.565909842,0.201637661,0.06439935,-0.374462916,-0.478546113,0.319740333,-0.469864897,-0.191481317,-0.671837771,-0.46403128,1.204750143,-18.43410724,-3.072351207,114.7570299
NaSbZn,0.206920162,0.313289046,-0.619660519,0.176481943,-1.208229962,-1.037080281,-0.843334827,0.428756338,0.583829432,0.509479786,0.420024743,0.463257676,-0.117120784,-0.417342615,0.832481428,0.924402684,0.002739539,1.44786666,-15.26031663,-2.543386105,150.3754753
O3Sc2,-1.217840871,-1.188047214,-0.139287198,-1.207996853,1.003974536,-0.46121753,0.775301742,0.284456347,-0.921418167,-1.127267628,0.836491424,0.244785436,0.280096353,-0.243473688,-0.984936897,0.0826999,0.76391633,-1.201935342,-362.3234373,-9.058085933,487.1469028
O3Y2,-0.630534796,-0.687601794,-0.139287198,-0.63498769,0.887615627,-0.39477659,0.702984791,0.254272354,-0.621544621,-0.834375985,0.805604811,0.685086817,0.028240477,-0.198198434,-0.610058127,-0.379590096,1.353574626,-1.184963152,-364.5298395,-9.113245988,613.1899509
O4Sc2Sr,-0.989444064,-0.937824504,-0.30772979,-0.982387882,0.758789692,-0.549477959,0.604367768,0.167739922,-0.627844484,-0.819608341,0.597269967,-0.019422455,0.16949298,-0.235494484,-0.988880525,-0.091175695,0.376490743,-1.103848847,-344.8219343,-8.210046054,578.6740429
O4SrY2,-0.569939725,-0.580363489,-0.30772979,-0.573095622,0.675676185,-0.502020144,0.552712803,0.146179927,-0.413649097,-0.610400024,0.575208101,0.29507853,-0.010404076,-0.203155018,-0.721109975,-0.421382834,0.79767524,-1.091725854,-230.5830923,-8.235110441,421.4608676
Osr,-0.418452047,-0.312267729,-0.728836274,-0.418365454,0.145827581,-0.770129029,0.177032824,-0.124051139,0.106089716,-0.050460119,-0.000783675,-0.679942185,-0.107015456,-0.215546477,-0.998739595,-0.52586468,-0.592073227,-0.858632616,-24.00457132,-6.00114283,83.63402785
Ozn,-0.7447332,-0.937824504,0.908800049,-0.780651964,0.873070763,-0.770129029,1.148609715,0.330350282,-0.952287502,-1.557990631,-0.727173804,-1.188148592,-0.011403503,-0.293993698,0.422497165,-0.607519163,-0.864223209,0.364274273,-105.0672237,-4.377800989,245.8692256
P2Sr3,0.054655624,0.563511756,-1.31838535,0.010250615,-1.410472827,-1.373067649,-0.897071083,-1.244573644,1.027759878,1.267552272,0.831346364,0.058321694,-0.388720917,-0.493518602,-0.823716336,-0.288438569,-0.165086283,-0.749203513,-168.9066722,-4.222666806,1233.230505
P2Zn3,-0.336881759,-0.187156374,0.646778238,-0.424493197,-0.537781009,-1.373067649,0.268821186,-0.699291939,-0.242292785,-0.541484343,-0.04032179,-0.551525995,-0.273986573,-0.587655268,0.881767776,-0.386423948,-0.491666262,0.718284753,-124.4673172,-3.111682931,756.1714697
PRb3,0.274895402,0.938845821,-2.202708965,0.234662907,-1.999539804,-1.02067244,-1.872531289,0.181828043,3.27019661,2.598486353,-0.97043026,-0.703501336,-0.450985286,-0.084763752,-1.266442617,-1.105862753,-0.97397651,-0.069262737,-8.60136165,-2.150340413,150.3781397
PSc,-0.826303488,-0.312267729,-0.728836274,-0.869634616,-0.726864236,-1.137662931,-0.417760913,-1.014069913,-0.026207436,0.251045984,2.085972748,1.398797189,0.024742479,-0.597920647,-0.762707149,0.531623684,1.636647398,-1.150974645,-14.72582357,-7.362911785,37.57742773
PY,-0.092170894,0.313289046,-0.728836274,-0.153373162,-0.872312873,-1.054611756,-0.508157102,-1.051799905,0.348634496,0.617160537,2.047364482,1.949173915,-0.290077366,-0.54132658,-0.294108687,-0.04623881,2.373720268,-1.129759407,-15.13060237,-7.565301185,45.80612866
Rb3Sb,1.009027996,1.564402597,-2.202708965,0.974799743,-2.072264122,-0.907785653,-2.119184534,0.078962915,3.55684044,2.932296681,-0.374564516,0.002851505,-0.778631124,-0.04537204,-0.498470558,0.091317588,-0.623898395,0.11307465,-16.93371662,-2.116714578,407.6681177
S3Sc2,-0.826303488,-0.437379084,-0.139287198,-0.893721861,-0.068189698,0.054675572,-0.251506934,-0.642123632,-0.180554114,-0.093532419,1.650922621,1.059090401,-0.013735502,-0.692505582,-0.784135996,0.31002598,0.863539855,-1.197529967,-138.5432971,-6.927164853,430.3703521
S3Y2,-0.238997413,0.063066336,-0.139287198,-0.320712698,-0.184548607,0.121116512,-0.323823885,-0.672307626,0.119319432,0.199359223,1.620036009,1.499391782,-0.265591378,-0.647230329,-0.409257226,-0.152264016,1.453198151,-1.180557777,-284.3058363,-7.107645908,870.8135477
S4Sc2Sr,-0.616551319,-0.222902476,-0.30772979,-0.683078366,-0.262319101,-0.058151194,-0.373545259,-0.714717201,0.077740329,0.164901383,1.372918727,0.756106082,-0.110346882,-0.663143908,-0.797641571,0.125325334,0.471370291,-1.099653255,-179.7226771,-6.418667038,613.1532312
S4SrY2,-0.19704698,0.134558539,-0.30772979,-0.273786106,-0.345432608,-0.01069338,-0.425200224,-0.736277196,0.291935716,0.374109701,1.350856861,1.07060707,-0.290243938,-0.630804441,-0.529871022,-0.204881805,0.892554788,-1.087530262,-184.256707,-6.580596679,695.6031341
SSr,-0.092170894,0.313289046,-0.728836274,-0.156469628,-0.747642613,-0.34021811,-0.678641072,-0.896201122,0.723476427,0.810985888,0.67790899,-0.001354714,-0.351875335,-0.589739722,-0.831405511,-0.33642628,-0.509053622,-0.85496147,-10.11311164,-5.05655582,55.73153354
SZn,-0.418452047,-0.312267729,0.908800049,-0.518756138,-0.020399431,-0.34021811,0.292935819,-0.441799701,-0.334900791,-0.696544624,-0.048481139,-0.509561121,-0.256263382,-0.668186944,0.589831249,-0.418080763,-0.781203605,0.367945418,-449.1155709,-3.508715397,2593.357768
SbSc,0.641961699,0.938845821,-0.728836274,0.610639056,-0.872312873,-0.911889359,-0.911067404,-1.219800169,0.547080224,0.918666639,3.277704235,2.811502872,-0.630549197,-0.519137223,0.773236969,2.925984368,2.336803627,-0.78629987,-12.33497514,-6.16748757,51.14760529
SbY,1.376094293,1.564402597,-0.728836274,1.326900511,-1.017761509,-0.828838183,-1.001463593,-1.257530161,0.921922156,1.284781192,3.239095969,3.361879598,-0.945369042,-0.462543156,1.24183543,2.348121873,3.073876496,-0.765084633,-12.91838731,-6.459193655,60.0173104
Sc2Se3,0.054655624,0.313289046,-0.139287198,0.023288367,-0.105590776,0.006838095,-0.443005347,-0.811023357,0.084040191,0.268274904,1.908395047,1.37100803,-0.555225635,-0.513444196,0.297012358,0.863266507,1.110289172,-1.165325237,-63.03036345,-6.303036345,244.7253261
Sc2SrTe4,1.061466038,1.206941582,-0.30772979,1.09620216,-0.83224029,-0.142953124,-0.778875927,-1.06954177,0.732926223,0.977121906,2.149264175,1.427605851,-0.784627694,-0.469107108,0.743794813,2.389397765,1.056420755,-1.063613328,-146.1110805,-5.218252874,876.9881275
Sc2Te3,0.935614737,1.063957176,-0.139287198,0.974522691,-0.666606944,-0.034366454,-0.677104135,-1.01468943,0.507391079,0.759299128,2.466085344,1.764165157,-0.721730352,-0.488766942,0.834372208,2.687302033,1.477842843,-1.159688046,-113.3545809,-5.667729043,600.0648524
Se3Y2,0.641961699,0.813734466,-0.139287198,0.59629753,-0.221949685,0.073279035,-0.515322298,-0.84120735,0.383913736,0.561166546,1.877508435,1.811309411,-0.80708151,-0.468168943,0.671891128,0.400976512,1.699947468,-1.148353047,-260.9315189,-6.523287974,994.3228458
